EntryID	OrganismName	Kingdom	SequenceLength	SPStart	SPEnd	Class	Set	HelixDomain
Q6NZN1	Mus musculus	Metazoa	1644			Negative	2	False
O93233	Gloydius brevicaudus siniticus	Metazoa	331	1.0	23.0	Positive	1	
P38882	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	575			Negative	1	False
Q10LI1	Oryza sativa subsp. japonica	Viridiplantae	260			Negative	5	False
Q7M418	Oligobrachia mashikoi	Metazoa	163	1.0	16.0	Positive	5	
P41933	Caenorhabditis elegans	Metazoa	457			Negative	3	False
Q5G8A6	Tityus costatus	Metazoa	87	1.0	19.0	Positive	2	
Q8BH07	Mus musculus	Metazoa	226			Negative	3	False
P07359	Homo sapiens	Metazoa	652	1.0	16.0	Positive	2	
Q9Y4U1	Homo sapiens	Metazoa	282			Negative	2	False
Q9Y2K1	Homo sapiens	Metazoa	713			Negative	2	False
P13264	Rattus norvegicus	Metazoa	674			Negative	3	False
D3ZX63	Rattus norvegicus	Metazoa	334			Negative	2	False
O05000	Arabidopsis thaliana	Viridiplantae	499			Negative	5	True
Q06511	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	250			Negative	5	False
B5X582	Arabidopsis thaliana	Viridiplantae	709			Negative	2	False
P04789	Trypanosoma brucei brucei	Other	250			Negative	2	False
Q967U1	Dictyostelium discoideum	Other	225			Negative	1	False
P53125	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1264			Negative	1	False
Q80VY9	Mus musculus	Metazoa	698			Negative	2	False
Q9UL49	Homo sapiens	Metazoa	500			Negative	5	False
Q9LY74	Arabidopsis thaliana	Viridiplantae	338			Negative	1	False
Q02862	Mus musculus	Metazoa	184	1.0	15.0	Positive	2	
O60936	Homo sapiens	Metazoa	208			Negative	2	False
Q7Y1W1	Arabidopsis thaliana	Viridiplantae	527			Negative	4	False
F4J8G7	Arabidopsis thaliana	Viridiplantae	2138			Negative	4	False
Q9Z0Y7	Mus musculus	Metazoa	1216			Negative	1	False
P40259	Homo sapiens	Metazoa	229	1.0	28.0	Positive	1	
P52901	Arabidopsis thaliana	Viridiplantae	389			Negative	4	False
P22674	Homo sapiens	Metazoa	350			Negative	5	False
Q9R1L5	Mus musculus	Metazoa	1570			Negative	2	False
P39952	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	402			Negative	1	False
Q8VZS6	Arabidopsis thaliana	Viridiplantae	567			Negative	4	False
Q8VZS0	Arabidopsis thaliana	Viridiplantae	321			Negative	4	False
Q9HGK2	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	216			Negative	5	False
Q6P1K2	Homo sapiens	Metazoa	205			Negative	1	False
Q8W257	Ptilota filicina	Other	500	1.0	21.0	Positive	1	
Q0ZLH2	Mus musculus	Metazoa	352			Negative	2	False
Q923M1	Rattus norvegicus	Metazoa	233			Negative	1	False
O13900	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	481			Negative	2	False
Q42606	Arabidopsis thaliana	Viridiplantae	369			Negative	2	False
Q6ZSA7	Homo sapiens	Metazoa	298	1.0	34.0	Positive	3	
Q9ZR07	Arabidopsis thaliana	Viridiplantae	187			Negative	3	False
P39683	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	429			Negative	5	False
P21675	Homo sapiens	Metazoa	1893			Negative	3	False
P23772	Mus musculus	Metazoa	443			Negative	5	False
P0CU09	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	235			Negative	5	False
Q86TG1	Homo sapiens	Metazoa	271			Negative	2	True
Q9WV69	Mus musculus	Metazoa	405			Negative	3	False
Q03433	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	280			Negative	2	False
Q92878	Homo sapiens	Metazoa	1312			Negative	1	False
P82352	Oryctolagus cuniculus	Metazoa	238			Negative	5	True
Q5XIQ3	Rattus norvegicus	Metazoa	316			Negative	2	False
Q9NYV6	Homo sapiens	Metazoa	651			Negative	2	False
Q4PIR3	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	250			Negative	2	False
P97452	Mus musculus	Metazoa	732			Negative	1	False
Q8N0S6	Homo sapiens	Metazoa	344			Negative	5	False
Q9P7A0	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	319			Negative	1	False
P51587	Homo sapiens	Metazoa	3418			Negative	3	False
Q9D992	Mus musculus	Metazoa	256			Negative	1	False
P24499	Trypanosoma brucei brucei	Other	229			Negative	4	True
Q6NVG5	Mus musculus	Metazoa	214			Negative	4	False
O23247	Arabidopsis thaliana	Viridiplantae	642			Negative	4	False
P06838	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	210			Negative	2	False
Q4KL25	Mus musculus	Metazoa	219			Negative	1	True
Q9NQS5	Homo sapiens	Metazoa	396			Negative	1	False
A8DYY6	Drosophila melanogaster	Metazoa	616			Negative	1	False
Q09117	Populus deltoides	Viridiplantae	312	1.0	24.0	Positive	1	
Q9BXV9	Homo sapiens	Metazoa	100			Negative	4	False
Q8I299	Plasmodium falciparum (isolate 3D7)	Other	791			Negative	2	False
O74826	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	216			Negative	3	False
Q66HC5	Rattus norvegicus	Metazoa	819			Negative	3	False
P22217	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	103			Negative	1	False
P30605	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	584			Negative	1	False
Q6TCH4	Homo sapiens	Metazoa	344			Negative	4	True
P24752	Homo sapiens	Metazoa	427			Negative	5	False
Q92552	Homo sapiens	Metazoa	414			Negative	5	False
Q32P44	Homo sapiens	Metazoa	896			Negative	2	False
O42661	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	117			Negative	3	False
Q08926	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	304			Negative	2	False
P38241	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	364			Negative	2	False
Q27085	Tachypleus tridentatus	Metazoa	418	1.0	24.0	Positive	4	
Q5F2E7	Mus musculus	Metazoa	692			Negative	1	False
Q8C6P8	Mus musculus	Metazoa	421			Negative	4	False
Q12874	Homo sapiens	Metazoa	501			Negative	5	False
P07195	Homo sapiens	Metazoa	334			Negative	1	False
P79263	Sus scrofa	Metazoa	921	1.0	27.0	Positive	4	
G5ECC7	Caenorhabditis elegans	Metazoa	1264			Negative	5	False
Q53TQ3	Homo sapiens	Metazoa	1027			Negative	1	False
Q9ZVL6	Arabidopsis thaliana	Viridiplantae	285			Negative	2	False
P40515	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	155			Negative	1	False
Q9USR4	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	125			Negative	5	False
Q9HE02	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1225			Negative	4	False
P97609	Rattus norvegicus	Metazoa	1181			Negative	5	False
Q9LSQ5	Arabidopsis thaliana	Viridiplantae	204			Negative	3	False
Q91ZR5	Mus musculus	Metazoa	686			Negative	3	False
Q12156	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	149			Negative	3	False
P87315	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1630			Negative	4	False
Q06505	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	410			Negative	2	False
Q3ED65	Arabidopsis thaliana	Viridiplantae	261			Negative	1	False
Q9LVB9	Arabidopsis thaliana	Viridiplantae	172			Negative	1	False
Q91XJ0	Rattus norvegicus	Metazoa	401			Negative	2	False
A8MR65	Arabidopsis thaliana	Viridiplantae	201			Negative	1	False
Q9LJ87	Arabidopsis thaliana	Viridiplantae	415			Negative	4	False
P40345	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	661			Negative	2	True
P0C627	Rattus norvegicus	Metazoa	331			Negative	2	False
Q12246	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	624			Negative	3	False
Q20646	Caenorhabditis elegans	Metazoa	644			Negative	5	False
Q9GZZ1	Homo sapiens	Metazoa	169			Negative	2	False
Q8C8Y5	Mus musculus	Metazoa	445			Negative	3	False
Q9FJK3	Arabidopsis thaliana	Viridiplantae	321			Negative	5	False
O76064	Homo sapiens	Metazoa	485			Negative	5	False
Q6NXH3	Mus musculus	Metazoa	473			Negative	5	False
Q8WT44	Caenorhabditis elegans	Metazoa	1178			Negative	4	False
Q9SZI2	Arabidopsis thaliana	Viridiplantae	372			Negative	5	False
Q9LVD0	Arabidopsis thaliana	Viridiplantae	289			Negative	2	False
P49802	Homo sapiens	Metazoa	495			Negative	1	False
Q12204	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	715			Negative	3	False
P03896	Drosophila melanogaster	Metazoa	341			Negative	5	True
Q80TH2	Mus musculus	Metazoa	1402			Negative	3	False
Q7TQN3	Mus musculus	Metazoa	571	1.0	29.0	Positive	4	
P53920	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	997			Negative	1	False
Q04013	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	314			Negative	1	False
Q04377	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	747			Negative	5	False
A9UGV6	Oryza sativa subsp. japonica	Viridiplantae	61	1.0	26.0	Positive	3	
O61016	Crithidia fasciculata	Other	151			Negative	2	False
Q283Q6	Xenopus laevis	Metazoa	784			Negative	1	False
P39015	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	273			Negative	3	False
Q9VPF9	Drosophila melanogaster	Metazoa	373			Negative	1	False
P53238	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	335			Negative	1	False
Q9ET80	Mus musculus	Metazoa	660			Negative	2	False
O35047	Mus musculus	Metazoa	217			Negative	3	False
Q8TB36	Homo sapiens	Metazoa	358			Negative	4	False
Q94K49	Arabidopsis thaliana	Viridiplantae	396			Negative	3	False
P07910	Homo sapiens	Metazoa	306			Negative	5	False
Q21227	Caenorhabditis elegans	Metazoa	1188			Negative	2	False
Q27934	Drosophila melanogaster	Metazoa	400			Negative	1	False
F4K3G5	Arabidopsis thaliana	Viridiplantae	1297			Negative	1	False
Q9CQ79	Mus musculus	Metazoa	226			Negative	1	False
Q8N2C7	Homo sapiens	Metazoa	3258			Negative	3	False
P14770	Homo sapiens	Metazoa	177	1.0	16.0	Positive	4	
Q3E6R5	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	114			Negative	5	True
Q9P6N2	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	229			Negative	1	False
Q66GP9	Arabidopsis thaliana	Viridiplantae	561			Negative	3	False
Q12955	Homo sapiens	Metazoa	4377			Negative	1	False
Q28173	Bos taurus	Metazoa	416	1.0	22.0	Positive	2	
Q9LZ08	Arabidopsis thaliana	Viridiplantae	214			Negative	2	False
Q8GWE0	Arabidopsis thaliana	Viridiplantae	702			Negative	3	False
Q12179	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	454			Negative	1	False
Q7S910	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	263			Negative	3	False
Q53EK2	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	232			Negative	3	False
Q8LEG1	Arabidopsis thaliana	Viridiplantae	258			Negative	5	False
Q86YS7	Homo sapiens	Metazoa	1000			Negative	3	False
O64411	Zea mays	Viridiplantae	500	1.0	28.0	Positive	5	
Q61127	Mus musculus	Metazoa	525			Negative	1	False
Q80T69	Mus musculus	Metazoa	795			Negative	3	False
Q1K8E0	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	256			Negative	3	False
Q04370	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	399			Negative	4	False
Q969V5	Homo sapiens	Metazoa	352			Negative	4	True
Q5VT06	Homo sapiens	Metazoa	3117			Negative	4	False
P23230	Chlamydomonas reinhardtii	Viridiplantae	160			Negative	4	True
Q96FE7	Homo sapiens	Metazoa	263	1.0	21.0	Positive	4	
Q9NYL2	Homo sapiens	Metazoa	800			Negative	4	False
Q9SVQ3	Arabidopsis thaliana	Viridiplantae	517			Negative	2	False
Q708Y0	Arabidopsis thaliana	Viridiplantae	623			Negative	4	False
Q8S950	Nicotiana tabacum	Viridiplantae	959			Negative	2	False
Q3UZ39	Mus musculus	Metazoa	729			Negative	2	False
P04119	Sus scrofa	Metazoa	178	1.0	18.0	Positive	3	
Q7TNV0	Mus musculus	Metazoa	380			Negative	3	False
O94423	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	421			Negative	4	False
Q14CB8	Homo sapiens	Metazoa	494			Negative	1	False
E0XKJ9	Tabanus yao	Metazoa	349	1.0	25.0	Positive	2	
Q86LG1	Drosophila melanogaster	Metazoa	606			Negative	3	True
P54725	Homo sapiens	Metazoa	363			Negative	5	False
Q8IXH6	Homo sapiens	Metazoa	220			Negative	2	False
P05790	Bombyx mori	Metazoa	5263	1.0	21.0	Positive	3	
Q9UI36	Homo sapiens	Metazoa	758			Negative	2	False
Q2M1K9	Homo sapiens	Metazoa	1284			Negative	3	False
Q9UUI3	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	585			Negative	2	False
Q9Y530	Homo sapiens	Metazoa	152			Negative	2	False
P52593	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1655			Negative	5	False
P11978	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1358			Negative	3	False
Q53TN4	Homo sapiens	Metazoa	286			Negative	4	False
Q14157	Homo sapiens	Metazoa	1087			Negative	4	False
Q9HBL8	Homo sapiens	Metazoa	299			Negative	4	False
Q9H9P8	Homo sapiens	Metazoa	463			Negative	1	False
Q9V3V7	Drosophila melanogaster	Metazoa	222			Negative	4	False
P34247	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	250			Negative	1	False
Q9XIP2	Arabidopsis thaliana	Viridiplantae	505			Negative	5	False
Q99MR6	Mus musculus	Metazoa	875			Negative	1	False
Q9Y3D7	Homo sapiens	Metazoa	125			Negative	2	False
Q9TT95	Sus scrofa	Metazoa	120	1.0	22.0	Positive	5	
Q80VM7	Mus musculus	Metazoa	985			Negative	2	False
H0YL14	Homo sapiens	Metazoa	139			Negative	5	True
O65370	Arabidopsis thaliana	Viridiplantae	138			Negative	4	False
Q2HXU8	Homo sapiens	Metazoa	276			Negative	4	False
Q9ZW85	Arabidopsis thaliana	Viridiplantae	251			Negative	2	False
Q27270	Tenebrio molitor	Metazoa	96	1.0	18.0	Positive	4	
P81451	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	68			Negative	5	True
P82715	Arabidopsis thaliana	Viridiplantae	297			Negative	1	False
A0A0D1DMJ6	Mycosarcoma maydis	Fungi	757			Negative	3	False
O13983	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1063			Negative	3	False
P22058	Drosophila melanogaster	Metazoa	355			Negative	2	False
Q9CQ75	Mus musculus	Metazoa	99			Negative	1	False
Q96MI9	Homo sapiens	Metazoa	1112			Negative	4	False
Q9H7L9	Homo sapiens	Metazoa	328			Negative	3	False
Q8WVI0	Homo sapiens	Metazoa	70			Negative	3	True
Q9UM63	Homo sapiens	Metazoa	463			Negative	1	False
Q8H0V5	Arabidopsis thaliana	Viridiplantae	354			Negative	2	False
Q9LGE3	Oryza sativa subsp. japonica	Viridiplantae	109			Negative	3	False
Q9CR51	Mus musculus	Metazoa	118			Negative	5	False
P11943	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	134			Negative	4	False
P26717	Homo sapiens	Metazoa	231			Negative	5	False
F4IN23	Arabidopsis thaliana	Viridiplantae	321			Negative	1	False
Q9DB60	Mus musculus	Metazoa	201			Negative	3	False
Q9ULX3	Homo sapiens	Metazoa	412			Negative	4	False
Q38796	Arabidopsis thaliana	Viridiplantae	953			Negative	5	False
Q7ZT48	Xenopus laevis	Metazoa	221			Negative	2	False
O15265	Homo sapiens	Metazoa	892			Negative	5	False
O96910	Aplysia californica	Metazoa	76	1.0	18.0	Positive	4	
Q3T9M1	Mus musculus	Metazoa	494			Negative	1	False
Q16774	Homo sapiens	Metazoa	197			Negative	5	False
P53067	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1004			Negative	3	False
P36078	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	116			Negative	5	False
O94238	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	134			Negative	5	False
Q03565	Caenorhabditis elegans	Metazoa	89			Negative	1	False
Q17TI5	Arabidopsis thaliana	Viridiplantae	344			Negative	2	False
Q18425	Caenorhabditis elegans	Metazoa	473			Negative	2	False
P02809	Macaca fascicularis	Metazoa	61	1.0	19.0	Positive	5	
Q9UKA1	Homo sapiens	Metazoa	691			Negative	3	False
Q3E747	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	85			Negative	4	False
F4JT76	Arabidopsis thaliana	Viridiplantae	1034			Negative	1	False
P49754	Homo sapiens	Metazoa	854			Negative	5	False
P48995	Homo sapiens	Metazoa	793			Negative	2	False
P31385	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	405			Negative	3	False
Q9UUG9	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1339			Negative	1	False
Q9D4W2	Mus musculus	Metazoa	315			Negative	3	False
Q9FLY0	Arabidopsis thaliana	Viridiplantae	325			Negative	3	False
P39682	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	629			Negative	1	False
Q7L5Y1	Homo sapiens	Metazoa	443			Negative	4	False
Q8RWG2	Arabidopsis thaliana	Viridiplantae	652			Negative	4	False
P53803	Homo sapiens	Metazoa	58			Negative	4	False
Q8WUU5	Homo sapiens	Metazoa	269			Negative	4	False
Q61069	Mus musculus	Metazoa	310			Negative	2	False
P19889	Drosophila melanogaster	Metazoa	317			Negative	5	False
Q16635	Homo sapiens	Metazoa	262			Negative	1	False
Q14674	Homo sapiens	Metazoa	2120			Negative	5	False
Q9NWS8	Homo sapiens	Metazoa	449			Negative	2	False
Q9VV74	Drosophila melanogaster	Metazoa	226			Negative	2	False
Q8L719	Arabidopsis thaliana	Viridiplantae	292			Negative	1	False
P40382	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	444			Negative	4	False
Q0WQ41	Arabidopsis thaliana	Viridiplantae	594			Negative	1	False
Q9VCX1	Drosophila melanogaster	Metazoa	1541			Negative	4	False
Q2TAK8	Homo sapiens	Metazoa	710			Negative	3	False
Q9CPQ8	Mus musculus	Metazoa	103			Negative	5	False
Q9D023	Mus musculus	Metazoa	127			Negative	2	True
Q9UTA6	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	303			Negative	4	False
P49411	Homo sapiens	Metazoa	455			Negative	2	False
Q9NPB1	Homo sapiens	Metazoa	228			Negative	1	False
Q9H204	Homo sapiens	Metazoa	178			Negative	2	False
Q5VTT2	Homo sapiens	Metazoa	229			Negative	2	False
Q96C86	Homo sapiens	Metazoa	337			Negative	4	False
Q84VG7	Arabidopsis thaliana	Viridiplantae	587			Negative	1	False
Q9XVD5	Caenorhabditis elegans	Metazoa	303			Negative	4	False
Q13325	Homo sapiens	Metazoa	482			Negative	1	False
P36177	Euglena gracilis	Other	538			Negative	5	False
P53207	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	620			Negative	1	False
Q8CH19	Mus musculus	Metazoa	720			Negative	3	False
P0C7P0	Homo sapiens	Metazoa	127			Negative	4	False
Q5F1R6	Homo sapiens	Metazoa	531			Negative	5	False
Q2HJ10	Mus musculus	Metazoa	371			Negative	4	True
Q9S736	Arabidopsis thaliana	Viridiplantae	566			Negative	1	False
P54987	Mus musculus	Metazoa	488			Negative	1	False
Q8K4Z2	Mus musculus	Metazoa	240			Negative	5	False
P53127	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1403			Negative	4	False
P70033	Xenopus laevis	Metazoa	435			Negative	1	False
Q9LZ60	Arabidopsis thaliana	Viridiplantae	115			Negative	3	False
O74517	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	278			Negative	3	False
Q02747	Homo sapiens	Metazoa	115	1.0	21.0	Positive	4	
Q93ZF6	Arabidopsis thaliana	Viridiplantae	153			Negative	5	False
Q9Y118	Drosophila melanogaster	Metazoa	431			Negative	2	False
P86929	Metaphire guillelmi	Metazoa	73	1.0	14.0	Positive	4	
Q99278	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	115			Negative	4	False
Q6NZ36	Homo sapiens	Metazoa	180			Negative	1	False
Q6WNK7	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	96			Negative	2	False
Q9C685	Arabidopsis thaliana	Viridiplantae	211			Negative	3	False
A2A884	Mus musculus	Metazoa	2348			Negative	4	False
Q03694	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	420			Negative	1	False
Q39649	Cucurbita maxima	Viridiplantae	141	1.0	22.0	Positive	2	
Q9MAB9	Arabidopsis thaliana	Viridiplantae	117			Negative	5	False
P51610	Homo sapiens	Metazoa	2035			Negative	5	False
P01137	Homo sapiens	Metazoa	390	1.0	29.0	Positive	1	
Q9SJQ6	Arabidopsis thaliana	Viridiplantae	1393			Negative	5	False
P39678	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	833			Negative	2	False
Q8MVA6	Ixodes scapularis	Metazoa	69	1.0	23.0	Positive	3	
Q7YTB0	Bombyx mori	Metazoa	661			Negative	2	False
Q05123	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	467			Negative	5	False
Q08913	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	375			Negative	2	True
Q9WU79	Mus musculus	Metazoa	599			Negative	2	False
G5EEQ5	Caenorhabditis elegans	Metazoa	367			Negative	3	False
O08590	Rattus norvegicus	Metazoa	763			Negative	3	False
Q9NRP2	Homo sapiens	Metazoa	79			Negative	3	False
Q9UK73	Homo sapiens	Metazoa	627			Negative	2	False
P38838	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	269			Negative	5	False
Q8R3K3	Mus musculus	Metazoa	381			Negative	3	False
Q9BYE2	Homo sapiens	Metazoa	586			Negative	3	False
Q96EH3	Homo sapiens	Metazoa	234			Negative	4	False
Q6WN34	Homo sapiens	Metazoa	429	1.0	25.0	Positive	5	
P56192	Homo sapiens	Metazoa	900			Negative	4	False
Q12802	Homo sapiens	Metazoa	2813			Negative	2	False
Q6PE84	Mus musculus	Metazoa	287			Negative	1	False
P29172	Bos taurus	Metazoa	448			Negative	5	False
Q02775	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	382			Negative	2	False
Q20716	Caenorhabditis elegans	Metazoa	267			Negative	1	False
Q9P7J2	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	203			Negative	5	False
P07768	Oryctolagus cuniculus	Metazoa	1827			Negative	2	False
Q9SL95	Arabidopsis thaliana	Viridiplantae	456			Negative	1	True
O96059	Bombyx mori	Metazoa	66	1.0	24.0	Positive	1	
P30968	Homo sapiens	Metazoa	328			Negative	5	False
P54785	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	490			Negative	1	False
Q9UT50	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	485			Negative	1	False
Q8LDU1	Arabidopsis thaliana	Viridiplantae	321			Negative	3	False
Q9DEX1	Xenopus laevis	Metazoa	560			Negative	5	False
O13800	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	230			Negative	3	False
Q9SA98	Arabidopsis thaliana	Viridiplantae	345			Negative	4	False
Q9NXV6	Homo sapiens	Metazoa	580			Negative	1	False
Q9P7T4	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1019			Negative	4	False
Q9LXR9	Arabidopsis thaliana	Viridiplantae	348			Negative	1	False
P0C2B9	Rattus norvegicus	Metazoa	141			Negative	1	False
